Q52,Q440,Q217,Q266,Q423,Q393,Q284,Q351,Q199,Q6,Q298,Q478,Q36,Q264,Q276,Q404,Q329,Q20,Q183,Q229,Q367,Q111,Q490,Q495,Q426,Q110,Q211,Q81,Q342,Q218,Q369,Q372,Q293,Q391,Q51,Q364,Q382,Q460,Q70,Q422,Q172,Q238,Q256,Q128,Q389,Q491,Q431,Q155,Q397,Q71,Q335,Q330,Q310,Q483,Q76,Q126,Q253,Q411,Q485,Q304,Q383,Q338,Q327,Q254,Q139,Q3,Q488,Q425,Q477,Q117,Q141,Q230,Q314,Q449,Q358,Q403,Q463,Q282,Q416,Q197,Q255,Q64,Q499,Q474,Q243,Q10,Q317,Q278,Q73,Q302,Q443,Q114,Q344,Q301,Q85,Q270,Q280,Q346,Q414,Q316,Q22,Q249,Q152,Q245,Q471,Q209,Q455,Q466,Q406,Q233,Q1,Q63,Q444,Q459,Q498,Q50,Q147,Q159,Q482,Q24,Q98,Q475,Q362,Q54,Q447,Q279,Q267,Q328,Q82,Q341,Q287,Q286,Q241,Q221,Q19,Q356,Q347,Q167,Q340,Q412,Q271,Q376,Q178,Q387,Q326,Q295,Q38,Q226,Q315,Q401,Q27,Q476,Q187,Q448,Q171,Q202,Q312,Q421,Q150,Q418,Q186,Q359,Q453,Q419,Q437,Q277,Q242,Q288,Q60,Q469,Q72,Q388,Q175,Q32,Q240,Q62,Q97,Q224,Q313,Q337,Q119,Q489,Q405,Q216,Q456,Q138,Q58,Q120,Q203,Q381,Q269,Q417,Q451,Q467,Q41,Q207,Q200,Q170,Q262,Q380,Q432,Q65,Q112,Q222,Q308,Q348,Q441,Q88,Q129,Q184,Q46,Q75,Q247,Q415,Q2,Q136,Q56,Q368,Q446,Q427,Q409,Q17,Q7,Q289,Q439,Q83,Q33,Q244,Q234,Q385,Q47,Q470,Q57,Q5,Q332,Q101,Q465,Q400,Q122,Q350,Q274,Q407,Q177,Q109,Q291,Q220,Q193,Q86,Q309,Q92,Q237,Q457,Q435,Q77,Q180,Q294,Q78,Q8,Q14,Q377,Q113,Q275,Q23,Q357,Q352,Q487,Q311,Q149,Q479,Q331,Q144,Q169,Q481,Q305,Q472,Q74,Q398,Q194,Q4,Q29,Q354,Q118,Q140,Q214,Q153,Q392,Q137,Q268,Q176,Q384,Q390,Q9,Q164,Q18,Q103,Q235,Q333,Q321,Q100,Q420,Q198,Q227,Q145,Q325,Q80,Q104,Q363,Q79,Q90,Q299,Q210,Q135,Q69,Q436,Q413,Q300,Q61,Q123,Q42,Q261,Q142,Q26,Q251,Q179,Q99,Q371,Q133,Q116,Q108,Q292,Q94,Q394,Q223,Q146,Q16,Q375,Q212,Q486,Q191,Q205,Q236,Q353,Q429,Q228,Q181,Q107,Q248,Q204,Q434,Q473,Q497,Q160,Q106,Q43,Q213,Q355,Q91,Q370,Q493,Q458,Q492,Q366,Q306,Q252,Q13,Q379,Q395,Q259,Q433,Q349,Q161,Q0,Q37,Q45,Q263,Q343,Q102,Q462,Q151,Q272,Q378,Q174,Q96,Q188,Q185,Q67,Q158,Q127,Q402,Q322,Q424,Q494,Q40,Q208,Q361,Q438,Q360,Q87,Q28,Q365,Q320,Q182,Q283,Q48,Q195,Q334,Q285,Q445,Q168,Q162,Q265,Q318,Q442,Q246,Q134,Q125,Q215,Q166,Q319,Q192,Q399,Q374,Q410,Q105,Q250,Q44,Q131,Q201,Q31,Q324,Q290,Q189,Q336,Q231,Q281,Q15,Q21,Q55,Q143,Q39,Q307,Q89,Q165,Q95,Q232,Q157,Q196,Q260,Q34,Q303,Q173,Q454,Q297,Q258,Q163,Q396,Q480,Q239,Q464,Q115,Q273,Q25,Q156,Q296,Q11,Q121,Q53,Q93,Q219,Q468,Q323,Q430,Q496,Q12,Q68,Q190,Q154,Q345,Q59,Q66,Q35,Q408,Q30,Q461,Q124,Q339,Q49,Q132,Q428,Q206,Q452,Q484,Q225,Q84,Q130,Q148,Q386,Q257,Q373,Q450
user3900789828,58,21,37,94,80,4,10,17,28,37,87,2,3,65,53,74,76,67,5,51,62,20,74,77,14,90,69,88,50,27,46,31,,,,,,,,,,58,10,94,2,,,,,,,,58,,,,,,,,,,,74,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,,,58,,94,,,,74,,,,,17,,88,,,,,17,,,,,,,,,,,,88,,,,,58,,,,,,,,,,88,,,,,74,,,,17,,,,,,,,,,10,,,,58,,,,,,,,,,69,,,,,,,,,,,,74,,,,,,10,,17,,,,,,58,,,,,10,,,,,,,58,,,,,,,,,,2,,,,,,,,,,58,2,,,74,2,,,,,,94,,,,,,,,,74,,,,,21,,,,,,,,,,,,,,,,,,,,,22,,,94,,,,,58,,,,,,,,,,,2,,,,,,,17,,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,57,,,,,74,,,,,,17,,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,21,,,,,2,,,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,74,,28,,,94,,,,,10,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,
user3459283597,4,80,0,37,2,36,82,39,15,29,12,,,39,,,,,,,,,39,,,,,,,79,,,,,,80,,,,,,80,,,,,,,,,,,,39,,,,,,,,,80,,,,,,,80,,,,,,,,,,,4,,,4,,,,4,80,,,,,,,,,,80,,,,,,82,4,4,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,2,,,,,,39,,,,,,,,,,82,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,39,4,,,,,,,,80,80,,,,,,,,2,,,,,,,,,4,81,80,,,80,,,,,,80,,,,,,,,81,,,,4,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,82,,,2,,,,39,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,4,,,,,2,,,,,,,,80,,,,,,,80,,,,,,,,,,,,,,,,2,,,,,80,,,,,,,,,,,4,,,,,,,,,,4,,,,4,,,,,,,2,,,,,,,,,,,,,80,,,39,,,,,,,,,,,,,,,,,,,,,80,,80,,,5,,,,,,,,4,,80,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,80,,,,39,,,,
user2665753289,5,41,35,28,20,70,8,81,8,43,35,35,64,17,50,72,63,94,70,37,45,66,47,83,24,34,45,63,66,22,80,40,99,86,81,6,,,,,,,,81,,,,,,,5,,,35,,,35,,35,,,,,,,,,,,,,6,,,,,,,,,81,,,41,35,,,,,41,,,70,,,,34,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,81,,37,,,,35,,,,,,,,,,,,,5,,,,,,,,,,,5,,,,,,,,,,,,,,,83,,,,,,41,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,35,,,,,35,,,,,,,,,,,,,,41,,,81,,,6,,34,6,,,41,,,,,,,,83,,,,37,,,,,,,,,,,,,,,41,,,,,,,37,,,,,,,,,37,,,41,,,,,,,,36,,,,,,,,,,,80,,35,,,,,,,,,35,,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,35,70,,,80,,,35,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,81,,35,,,,,,,,,35,,,,,,,,,,,,,,41,,,,,,,,,35,,,,,,,,,,35,
user1724643554,53,67,65,26,6,76,89,71,6,52,42,84,92,42,27,,,,,53,,,53,,53,,,,,,,,,,,,,,,,,,,,,89,,,,,,,,,,,,,54,,,,53,53,,,,,,,,,,,53,,,,,,,,26,,,,,53,,,,,,,,,,,,26,,,,,54,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,53,,53,,,,,,,,,,,53,,,,,92,,89,,,53,,,,,,,,,,,89,,53,53,,,,,,,,,,,,,,,,,,53,,,,89,,,,,,,,53,,,,,,,,53,26,,,,,,,,,,,26,,,,,52,,,,,,53,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,53,54,,,,53,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,53,,,,,,53,,,,,,,,,,,,53,53,,,,53,,,,,,,,,,,,,,,,,,,,,92,,,,,42,53,,,26,,,,53,,,,,,,,,,,,,,,53,,,26,,,,,,,,53,,,25,53,,
user2785939796,70,70,36,53,8,65,24,20,69,74,89,40,40,71,61,78,93,97,22,99,81,67,27,53,29,78,61,56,47,60,81,,,,,,,,,,61,,93,,,,,40,,,,,,,36,,,,,,,,36,,,,,,,,,,,,,,,,,36,,,,38,,,,,,,,,,,,,,,,,,,,89,,,,,,,,,,,40,,,70,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,78,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,65,,,,,36,,,,,,,,,,,,,,,,70,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,89,,,,,,,,,,,,,93,,,36,,,,,36,,,,,,,,70,,,,,,,,,,,,,24,,,,,,,,61,,,,,27,,,69,,,,,,,93,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,65,,,,,,36,36,,,,,,,,,65,,,,,,,,,,,,81,70,,,,,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
user4030189714,81,29,52,61,32,7,48,73,10,20,58,37,27,53,83,43,17,39,22,65,36,15,38,12,79,43,,,,,,,,,,,,,,,,,,,,,,,38,,,,,73,,,,7,,,,,81,,,,,,,,73,,,52,,,,,,,,,65,,,,,,,,,7,,,,,,,,,65,,,,,,73,,,,81,,81,,,,7,,,81,52,,,,,,,,,,,,,,,,,,,,,,,81,,,,,,,,81,,,,,,,,,,,81,80,,,,81,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,17,,,79,,,,17,,,,,,81,,,81,,,,,,81,81,,,,,,,,,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,81,,,,,,,81,,,,,,,,7,,,,,,,,,,,28,,,,,,,,,,,,,81,,,,,,,,,,,,29,,,,,,81,,29,52,65,,,81,,,29,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,29,,,,81,81,,,,,,,,82,,,,,,,,,,7,,,,,,,,,,,,,29,,,,81,,,,,,,,29,,,,,,,,,,,,,,65,,,,,,7,80,,,,,,,,,,,81,,,,81,,,,,,,81,52,,,,29,,,52,,,,81,43,,,,,,,,,,,37,29,,,,,,29,,,,,81,
user1841203661,43,92,28,83,87,91,49,49,36,19,83,97,31,44,33,78,91,60,77,24,10,44,17,48,6,,,,91,77,49,,,,,,,,,,86,,,,,91,,,,,,87,,,,,,91,,,,,49,,87,,,,,,,49,,,,,,,,49,6,,,,,,92,,,,,,91,,,,,,,,91,,,,,,,,,,,,44,,,,,,,,,88,,,,,,44,,49,31,,,,,91,,,,,,,,,,,,,,87,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,77,,,,,,,,,,91,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,17,,,,,,,49,,,,,,49,31,,91,,,,91,,,,,,,,,,87,,,,,,31,91,,,,,,44,,,,,48,,,,,31,,,,,,,19,,49,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,49,91,,31,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,87,,87,,,,,,,,,,,,,,,,,87,,,,91,,,,,,,,,,,,,,,,,,,,49,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,87,,91,,,,,,,,,,91,91,77,48,,87,,,,,,,,,,,,,,,,,91,,,,,,,,17,,,93,87,,,,
user1129069874,84,6,68,55,28,91,60,42,44,2,38,41,23,97,9,21,39,56,35,26,86,24,77,100,16,54,71,34,94,27,60,,,,,,,55,,,,,24,,55,,,,,,,,,24,28,,,,,,,,,,,,,,,,,84,85,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,60,,,55,,,,,,,,,,84,,,,55,,,,,,,,,41,,,,,,55,,,,28,,,,,,,,,56,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,55,,,,60,,,,,,,,,,28,,,,,,,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,84,56,,,,,,,,84,,,,,,,,,55,,,,,28,,,,,,,,,,,,,28,,,,,84,24,,,,,,,,,,,,,84,,,,,28,,,,,,,,,84,,,,,,,,,,,,56,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,
user17853123,51,21,9,44,23,72,22,84,50,18,9,25,78,56,37,40,59,45,30,67,79,3,86,88,52,95,84,9,90,95,,,,,,25,37,,,,,,78,,,9,,,,,,,,,,25,,,,86,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,,,25,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,22,,,,,,45,,,,,,,,,,,,,,,,,,,,,,95,,,,,,,,21,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,51,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,86,,,,,,,,,,,9,,,22,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,
user1258842179,15,10,33,59,52,72,2,88,80,,,,,,,,9,,,,59,,,,,,,,,,,,,,,,,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,59,,,,,,,,,,,,,,72,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,,,,,,,10,,,,,,,59,,,,,,33,,,,,59,,72,,,,59,,,,72,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,,,,,,,,,,,,59,,,,,,,,,,,,,72,,,,,,,88,,,,,,,,88,,,,,59,,,,,,,,,,,,,,,88,,,,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,,,,,71,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,33,,,,,15,,,,,,,59,,,,,,,,,,,,15,
user1695675788,82,24,16,43,15,21,90,86,22,59,85,50,2,95,95,91,21,25,52,20,95,16,88,62,20,13,94,34,41,82,59,63,25,91,38,0,92,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,,,,,21,,,,,,,,,,,,,,,,,,,,,,,21,,,,,91,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,38,,,,,,,,90,,,,,,,,,,,,16,,,,,21,,,,,,,,,94,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,21,,,,,,,41,,,,,,,95,,90,,,,,,,,41,,,,,,43,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,62,,,,83,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,21,,,,,,,,,,,,,,,,,90,,,,,,,,,90,,,,90,,,,,,,
user3535993732,67,22,10,71,59,53,27,20,84,45,84,2,7,1,45,53,30,61,21,98,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,65,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,67,,,,,,,,,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,61,67,,,,67,,,1,,,53,,,61,,,53,,,,,,,,,22,,68,,,,,,,,,,30,,,,,,,,,,,68,,,,,,22,,,,,,,22,,,,,,,,,,,,,,,,,,,,,22,,,,,67,,84,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,53,53,,,,27,,,,,22,,84,,,53,22,,,,,,,,,53,,,,,67,,,,,,,,,,23,,22,,,,,,,,,,,,,,,,,,,,67,,,67,,,,,,67,,,68,,,,,,,,,,,,,,67,,,,,,,,,22,,,,,61,67,68,84,,,,67,22,,,67,,,,,67,,,,,,,,7,,,,,68,,,,,,,,68,,,,,22,,53,,,,53,,,,,,,1,84,,,,,,22,,,,,,,84,,67,,,,,,,,,,,22,,84,,,,,,,22,,,,,,,,,,,,,30,,,1,,,22,,,22,,,,,,,,23,,,,,,22,67
user1554257756,70,50,59,26,15,57,28,57,51,29,77,43,77,87,65,71,48,35,77,57,76,3,94,86,55,69,50,99,76,50,21,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,59,,,,,,86,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,86,,,,35,,,51,,,,,,,,,,,29,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,77,,,,,,,,15,29,,,43,,,,,,,,,,,,,28,,15,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,51,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,35,,,,,,,43,59,,,,43,,,,,,,,,,,,,,,,,,,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,59,,,,,,,,,,,,,,,,,,,,29,,77,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,50,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,48,,,,,,15,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,
user3646594514,85,33,25,0,83,57,60,76,8,83,59,88,28,50,81,56,63,79,13,37,51,14,10,26,57,11,12,42,53,15,33,5,93,98,3,47,27,97,24,77,83,31,49,46,45,33,4,1,14,13,5,,,,,,,,,,25,,,,,,76,,,33,,,,,,33,26,,,,,,,,,,,,,,,,26,,,,,13,,,84,57,,,26,,,28,,59,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,28,,,,,,,25,,,,,,,26,,,,,,,,,28,,25,,,,,,,,,49,59,25,,,13,,13,,,,57,,,,28,,,34,,,,,,,,,,,,,11,,,,,,,,,,63,,25,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,13,,,,,,32,,,,11,,,28,,59,28,,,,,,,,,,,,11,,,,,13,,,,,,,85,,58,,,57,,,,,,59,,,,57,,5,,,,24,25,,,63,,,85,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,13,,,,,,,,,,,,11,,,,,,,,,,,,,56,,,26,5,,,,,,,,,,,,,,,57,,,,,,,,,,5,,,,,,,33,,28,76,,,
user1851293264,90,88,25,3,24,72,96,35,55,47,86,9,62,34,65,77,49,65,0,68,88,,,,,,,,,,,,,,,,,77,,,,,,,,88,,,,,,,,,77,,90,,,,,,,,,,,,,,,,,,,,,,,,,,88,,88,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,88,,,,,,,,,68,,,,,88,,88,,,,,,,,,88,,,,88,,,,,,,,,,90,46,,,88,,,88,,,,,,,,,,,,,,,77,,,,,,,,,,,,,,,,,,,,,,68,88,,,,,,,,,,90,68,,68,,,88,,,,,,,,,,,,,,,,,,,,,,,47,,88,,,,,,,,,,,,88,,,,,,,,47,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,35,,,,,,,,90,,,,,,,77,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,65,47,,,,,,,,,88,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,,,,,,47,,,,,,,,,,88,,,,,,,90,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
user2088764493,39,75,39,26,2,53,67,77,37,43,73,62,4,6,4,15,45,60,50,19,54,85,96,52,40,76,2,72,42,73,,39,,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,,,,,,,,,,,52,,,,,,,,,75,,,,,,,,,26,,,,39,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,96,,,26,,25,,,,,,,43,,,,,,26,,26,,,,,,,26,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,52,,,,39,39,,26,26,,,,,,,,,26,,,96,,,,,,,74,,26,,,26,,26,,42,,,,,,,,,,,,,,,,,,,26,73,,40,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,73,,,,,,,,,,,60,,,,,,40,,,96,,96,,,,,,96,,,75,,39,40,,,,,,,,,,,,,,,,,,40,,,,,25,,,37,,,,,39,26,,,73,,,,,,39,,,,,,,,,,38,,,,,,,26,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,26,74,,,39,,,,,,,,,,,,,2,,,,4,26,,,,,,,,,,,,,26,,,39,,,,73,,,,,,,,,,,,,,26,,,,,,,,,,52,,,,,,,
user3467239011,10,24,23,22,67,51,7,36,65,94,47,97,76,72,73,45,77,51,57,10,55,92,40,87,48,31,53,83,89,91,94,13,100,53,11,40,,,,36,,,,,,,,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,7,,,,,,,67,,,,,,,,,,,55,,,,10,,,,,,67,94,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,36,,,,,,36,,,,,,,55,,,,13,,,,94,,,,,,,,,,,,,,,,,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,67,,,,,,67,,,,,,,,,53,,,,,,,,,,,,,,,,,,,67,,,36,,,,,,,,,89,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,89,,,,,,,,,,,67,67,,,7,,,,,,,67,,,,,,,,,,,,,,76,,,,,,,,,,,,,,,,,,67,,,,,
user3092397337,2,41,96,24,38,79,72,17,85,73,99,37,44,39,91,26,62,15,4,36,96,38,72,8,,,,,,,24,,8,,,,,72,,,,,,,,,,,,,,,,,,,,73,,,,,,,,,,,,,2,,,,,,,,,2,,,,,,,,2,,,99,,,,,,,,,,,,,,,,,,,73,,,,,,,,,,,,,,,,,,,2,,,73,,,,,,,,,,,73,,,2,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,,,,,,,,,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,62,,,,,,,,,,,24,,,,,,2,,,,2,,,,,,73,,,,,96,,,73,,,,,,,,,,,,,,38,73,,,,,,,,73,1,,,,,,,,,,73,,,,,,,,,,,,2,,,,,,,,0,,96,73,,,,,,,,,,,,,,,,,,,73,,,,2,2,,,,2,73,,,,,2,,73,,,,,,,,,,,,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
user3965116285,4,92,96,32,9,54,86,24,12,94,78,30,10,55,37,84,13,63,27,88,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,30,96,,,,,,,,,,,,,96,,,,,,96,,,,96,,,,,,,,,,,96,,,,,,,,,,,88,4,,,,,,,,,,98,,,88,,,,96,,,,,,,,,96,54,,,,,4,,,,,,,,96,,,,,,,,,,,,,,,,,,4,,,,,,,,,9,,96,,9,9,92,,,,,,,,,,,,,,,,,,95,,,96,,,,,,,,,,,,12,,,,,,,,,,12,,,,9,,,,96,,,,,,,,,,,,,,54,94,,,,96,,88,,,,,,,,,,,,,,,,,96,,,94,,,,,,96,,,,,,,96,96,,,,,,,,,,,,,,,96,,,6,,,,,,,,,,,96,,,,,,,,,,,96,,,,,,,,,4,,,,,,54,,,,,,,,,,,,,,94,,,,,,,,,,9,,,,,,,,,,96,,,,12,,,12,,,,,,4,88,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,54,9,,,54,,,,,,,,,,,,,,,,,,96,,,,,,,,,,,,,,,,,,,,,,,,,,96,,,,,,12,,12,,,,,,,,,9,,,4,96,96,,,,,,,,,,96,96,,,,
user3868419364,65,17,86,77,5,89,70,14,29,9,91,38,13,2,67,63,57,3,81,79,100,7,27,48,50,85,35,61,95,36,,,65,,,,,,,,,,,,,,77,65,29,,,,,,,,,17,77,,,,,,,,,,,,,,,,,,,,,,,,,77,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,,,77,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,,,70,,,,77,,,,,,,,77,,,,,,,65,,,,,,65,,,,,29,,,77,77,,,,,,,,,,,,13,,,,,,,,,,,,,,65,2,,,,,,,,,,,,,,,,,,14,77,,,,,,,,,,,65,,,,,,,,,,,77,,,,,29,,,14,,,,,,,,,13,,,,14,,,65,,,,,,,,65,66,86,,,,,,,,,,65,,,,,,,,77,,,14,,14,,,65,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,77,,,13,,,65,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,14,,14,,,17,,,,,,,,,,,,,,,,,,,77,,70,,,,,,,,,,,,,,,77,16,65,,,,,,29,,,77,,,,5,,,,,,,,,,,,,,,66,,,,,,,14,,,,,,,,,,,,,,,,,,,65,,,,,
