Q240,Q318,Q475,Q388,Q112,Q380,Q321,Q130,Q160,Q70,Q89,Q305,Q43,Q222,Q95,Q345,Q445,Q11,Q93,Q23,Q140,Q496,Q241,Q44,Q448,Q207,Q165,Q248,Q495,Q176,Q25,Q271,Q487,Q78,Q188,Q5,Q278,Q347,Q420,Q353,Q369,Q230,Q197,Q199,Q297,Q79,Q158,Q32,Q61,Q253,Q170,Q292,Q460,Q56,Q60,Q414,Q288,Q12,Q108,Q458,Q450,Q169,Q357,Q263,Q443,Q456,Q434,Q363,Q354,Q455,Q239,Q462,Q138,Q21,Q48,Q250,Q204,Q189,Q172,Q243,Q142,Q342,Q378,Q99,Q38,Q257,Q65,Q344,Q52,Q367,Q392,Q435,Q186,Q451,Q171,Q245,Q237,Q20,Q492,Q27,Q14,Q10,Q115,Q122,Q384,Q470,Q41,Q94,Q417,Q467,Q35,Q47,Q408,Q33,Q223,Q132,Q454,Q428,Q499,Q81,Q439,Q375,Q191,Q273,Q372,Q374,Q123,Q394,Q465,Q461,Q246,Q275,Q397,Q444,Q181,Q338,Q262,Q254,Q175,Q425,Q224,Q468,Q153,Q366,Q114,Q437,Q225,Q220,Q272,Q226,Q4,Q282,Q433,Q67,Q310,Q452,Q264,Q401,Q19,Q212,Q274,Q228,Q483,Q198,Q6,Q68,Q92,Q98,Q260,Q251,Q281,Q219,Q83,Q340,Q2,Q320,Q7,Q476,Q111,Q421,Q311,Q1,Q296,Q314,Q234,Q84,Q233,Q104,Q205,Q143,Q174,Q64,Q287,Q319,Q177,Q316,Q488,Q141,Q151,Q209,Q213,Q362,Q134,Q299,Q194,Q100,Q270,Q107,Q69,Q121,Q497,Q195,Q339,Q432,Q431,Q289,Q333,Q206,Q426,Q74,Q391,Q126,Q238,Q201,Q59,Q361,Q422,Q286,Q295,Q71,Q145,Q469,Q40,Q385,Q405,Q154,Q148,Q133,Q277,Q156,Q290,Q163,Q490,Q131,Q326,Q303,Q39,Q244,Q101,Q57,Q196,Q30,Q396,Q436,Q474,Q13,Q323,Q157,Q484,Q75,Q331,Q109,Q162,Q0,Q412,Q124,Q440,Q214,Q447,Q328,Q309,Q348,Q85,Q446,Q144,Q150,Q315,Q258,Q473,Q478,Q66,Q28,Q45,Q116,Q464,Q135,Q493,Q400,Q72,Q301,Q322,Q457,Q86,Q302,Q404,Q203,Q265,Q106,Q96,Q284,Q379,Q471,Q37,Q152,Q73,Q218,Q352,Q187,Q110,Q36,Q370,Q395,Q173,Q459,Q327,Q441,Q472,Q266,Q413,Q34,Q215,Q192,Q242,Q15,Q341,Q120,Q50,Q211,Q276,Q364,Q168,Q129,Q179,Q182,Q247,Q87,Q386,Q403,Q125,Q406,Q178,Q482,Q349,Q365,Q202,Q8,Q217,Q77,Q399,Q335,Q485,Q358,Q411,Q381,Q389,Q155,Q62,Q208,Q407,Q383,Q479,Q427,Q252,Q466,Q46,Q356,Q360,Q368,Q304,Q423,Q82,Q185,Q402,Q180,Q308,Q359,Q136,Q193,Q88,Q97,Q491,Q351,Q103,Q373,Q393,Q105,Q330,Q26,Q382,Q337,Q390,Q498,Q166,Q118,Q235,Q371,Q494,Q438,Q256,Q343,Q18,Q346,Q332,Q424,Q146,Q24,Q227,Q317,Q294,Q29,Q184,Q298,Q293,Q42,Q55,Q22,Q429,Q279,Q159,Q409,Q267,Q58,Q16,Q119,Q449,Q167,Q54,Q249,Q216,Q261,Q183,Q329,Q231,Q49,Q285,Q190,Q324,Q210,Q90,Q291,Q17,Q127,Q312,Q137,Q410,Q306,Q416,Q398,Q221,Q419,Q387,Q334,Q232,Q313,Q161,Q377,Q453,Q128,Q200,Q31,Q481,Q280,Q269,Q229,Q80,Q283,Q259,Q355,Q336,Q307,Q477,Q3,Q113,Q9,Q418,Q117,Q255,Q91,Q268,Q76,Q139,Q63,Q350,Q53,Q442,Q486,Q300,Q236,Q463,Q489,Q430,Q147,Q415,Q51,Q149,Q480,Q376,Q325,Q102,Q164
user308344852,70,74,16,69,62,97,37,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,74,,,,,,,,,,,,70,,,,,97,,,,,74,,,,,,74,,,,,,,,,74,,,,,,,,,69,,,,,,,,,74,,70,74,,,,,,,,,74,,,,74,,,,,,,,72,,,,,,73,,,,,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,74,,97,74,,,,97,,,,,,,,,,,,,,74,,62,74,,,,,97,70,,,,,,,,,,,,,,,,74,74,,,,,,,,,,97,,,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,62,,,,,97,74,,,,74,,,,74,16,,,74,,,74,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,,,,,,,,,,,,,,,,,,,,,,74,,74,,,,,,,,,74,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,,,,75,74,,,9,,74,
user3642022696,55,88,40,77,18,86,5,38,45,33,90,60,47,2,3,87,56,94,46,43,58,70,44,51,97,84,,,,38,,,,,,,,58,,,,,,,,,,,,,88,,,,,,,,,,,,,,,,38,,,,,,,,,88,,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,5,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,3,,,,,,,,,,,40,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,89,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,,,,,,,,,,,,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,89,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,,,,,,,,5,,,,,,,,89,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,40,,,,,,,,,,,,,40,,,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
user413275984,100,94,79,53,34,67,17,78,93,16,27,8,52,52,61,77,,27,,94,,,,,,,,,,,52,,,,,,,,,,,,,,79,,,,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,,,,,,,,,,,,,79,,,,,,,,,,,,79,,79,,,,,,,,,,79,,,,,,,,,,,,,,,,,,,,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,27,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,27,,,,,,,,,,,,,79,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,,,52,,,,95,,,,,,,,,,,,27,,,,,,,,,,,,,,94,,,,,,,,,,94,,,94,,100,,,,,80,,,,,,,,,,27,,,,,,,,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,,,,,,,,,,52,,,,94,,,,,,,,,,,,,,,,,,94,27,,,,,,
user1338440847,9,60,27,43,36,39,83,92,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,9,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
user4162911947,75,75,89,5,29,60,87,77,99,51,48,18,8,29,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,,,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,,,,,,,,,,
user928460798,62,18,72,46,97,43,85,91,86,80,83,19,31,24,76,56,55,99,97,100,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,86,,,,,,,,85,,,,,,61,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,86,,,,,,,,,,,,,,,,,,85,,,,,,97,,,,24,,,71,,,85,,,,,,,,96,,,,,,,16,,,,,,,,,97,,85,,,,71,,,,,,,,,,,,,,,,,,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,97,,,86,,,,,97,,,,,,,,,,96,,,,,,,,,,,86,,,,,,97,,,,80,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,,,,,,,,,85,,,,97,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,45,,86,,,,,,,,,,,,,,,,,,,,,,97,,,,,,,,,,,,,,,,,,,,,97,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,
user1119524001,100,97,63,32,63,98,50,23,38,89,6,11,54,47,44,56,51,4,26,79,41,76,46,66,15,56,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,99,,,,,,,,38,,,,,63,,,,,,,,,,47,,,,,,,,,97,,,63,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,100,26,,,,,,,,,,,,,,100,,56,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,32,,,,,,,,,,,,,,,,,98,,,,,,,,,99,,,,,,,,,,,32,79,,,,32,,,,,,,,,,,,,,,,,,,,,100,,,,63,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,63,,,,,,,,,,89,63,,,,,,,,,,,,,,,,,,63,,,,,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,100,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,89,,,,,56,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,66,,,,,,,,100,,,,,,,,,,,,
user1211954151,17,14,59,90,9,78,20,52,9,87,13,18,51,66,39,1,22,44,34,27,78,18,98,71,7,53,87,65,78,29,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,,,17,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,17,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,9,51,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,16,,,,,
user29054813,26,93,98,66,33,51,54,80,77,77,60,63,78,42,82,19,56,47,23,31,41,50,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,93,,,,77,,,,,,,,,,,,,,,,,19,,,,93,,,,,,,,,,,,,65,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,,,,,,,,,,,,66,,,,,,,,,,,27,,,,,,,,,,,,,,,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,,,
user680283020,70,80,55,44,71,14,82,36,42,54,27,5,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,80,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,69,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,70,,,,,,,,,,,,,,,,,,69,,,,69,,80,,,,,,80,,,80,,,70,,,,,,,,,,,,,,,,,,,,,81,,,,,,,,,,,,,,,,,,,,,70,,,,,70,,,,,,,,,,69,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,55,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,
user2347859418,67,66,82,56,64,67,10,43,36,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,,,,,,,,,,36,,,,,64,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,
user1767738123,47,48,17,70,90,27,74,67,16,86,47,70,96,59,,,,,,,,,,,,,,,,47,,,,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,46,,,,,,47,47,47,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,47,,,,,,,,,,,,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,47,,,,,,,70,,,,,,,,,,,,,,,,,47,,,,,,,59,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,46,,,,,47,,,47,,,,,,,,47,,,,,,,,,,,67,,47,,,,46,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,
user373525893,77,11,48,58,43,42,77,21,53,23,0,,21,,,,,,,,11,,,,,,,21,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,42,42,,,,,,,42,,,,,,,,,11,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,58,,,,,,,11,,,,,,,,,,,58,,,,,,,,,,,,,,,11,,11,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,42,,21,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,21,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,42,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,42,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
user3089119208,30,59,59,97,24,38,95,62,,,,30,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,30,,,,,,,,,,,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,30,,,,,,57,,,,,,,29,,,,,,97,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,,,,,,60,,,,,,,,,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,30,,,,,,,,,,
user1458308953,77,35,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,35,,,,,,,,,,,,,,,
user945775823,30,23,71,66,9,61,37,3,27,4,1,13,42,98,47,25,24,24,13,72,33,36,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,23,,,,,37,,,,,,,,,,,,,,,13,,,23,,,,,,,,,,,,,,,,,,,,,,23,,,,,13,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,71,,,,,,,,,23,,,,,,,,,66,,,,,24,,,,,,,,,,,,,66,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,9,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,30,,,,,,,,23,,,,,,,,,,,,,30,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,66,,66,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,,,23,,,,,,,,,,,,,,,71,,,,,
user2650291808,81,88,80,52,93,93,62,27,26,48,60,48,75,1,14,77,50,48,8,,,,,,,,79,,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,,,,,,,,,,,,,,81,,,,,,26,,,,,,,,,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,80,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,62,,,,,,,,,,,,81,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,62,,,,,,,,,,,,,,,,,,
user1004742949,93,62,99,39,18,29,58,14,91,33,26,,,,,,,,,,,,,,,,,29,,91,,,,,,,,,,,,,,,,,,,,,,,,,62,,,,62,,,,,,,,,,,,,,,,,,33,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,62,,,,,,,,,,,62,,,,,,,,,,,,,,,99,,99,,,,,,,,,,,,29,,,,60,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,,,,,,,,,,,,33,,,,,,61,,,,,,,,,,,,,,,,,,,,,,62,,,,,,,,,,,,99,,,,62,,,62,26,,,,,,,,,,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,29,,,99,,,62,
user673168491,20,98,19,67,45,77,61,38,77,76,94,90,27,33,19,29,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,38,,,,,45,,,,,38,,,,,,,,,,20,,,,,,,20,,,,,,,,,,20,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,98,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,38,,,,20,,,,,,20,,,,,,,,,,,,,,,,20,33,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,20,,,,,,,,,,,,,,,,,20,,,,,,,,20,,,,,,20,38,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,45,,,20,,,,,,,,,,,,,,,,
user1260496895,31,47,28,83,61,55,18,11,54,0,37,50,26,25,5,63,68,84,6,4,15,25,0,54,71,96,,,,,,,,,,,,,,,,,,,,,,,,,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,,68,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,,,31,,,,,,,,,,,,,,0,,,,,,,,,,,,61,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,0,,84,,,,,28,,,,47,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,,,,,,,,,,37,,,,,,,,,,,,68,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,54,,0,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,
user2355626640,93,,,,,27,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,27,,,,,,,,,,,,,,,,,27,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,27,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,94,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,27,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
