Q240,Q318,Q475,Q388,Q112,Q380,Q321,Q130,Q160,Q70,Q89,Q305,Q43,Q222,Q95,Q345,Q445,Q11,Q93,Q23,Q140,Q496,Q241,Q44,Q448,Q207,Q165,Q248,Q495,Q176,Q25,Q271,Q487,Q78,Q188,Q5,Q278,Q347,Q420,Q353,Q369,Q230,Q197,Q199,Q297,Q79,Q158,Q32,Q61,Q253,Q170,Q292,Q460,Q56,Q60,Q414,Q288,Q12,Q108,Q458,Q450,Q169,Q357,Q263,Q443,Q456,Q434,Q363,Q354,Q455,Q239,Q462,Q138,Q21,Q48,Q250,Q204,Q189,Q172,Q243,Q142,Q342,Q378,Q99,Q38,Q257,Q65,Q344,Q52,Q367,Q392,Q435,Q186,Q451,Q171,Q245,Q237,Q20,Q492,Q27,Q14,Q10,Q115,Q122,Q384,Q470,Q41,Q94,Q417,Q467,Q35,Q47,Q408,Q33,Q223,Q132,Q454,Q428,Q499,Q81,Q439,Q375,Q191,Q273,Q372,Q374,Q123,Q394,Q465,Q461,Q246,Q275,Q397,Q444,Q181,Q338,Q262,Q254,Q175,Q425,Q224,Q468,Q153,Q366,Q114,Q437,Q225,Q220,Q272,Q226,Q4,Q282,Q433,Q67,Q310,Q452,Q264,Q401,Q19,Q212,Q274,Q228,Q483,Q198,Q6,Q68,Q92,Q98,Q260,Q251,Q281,Q219,Q83,Q340,Q2,Q320,Q7,Q476,Q111,Q421,Q311,Q1,Q296,Q314,Q234,Q84,Q233,Q104,Q205,Q143,Q174,Q64,Q287,Q319,Q177,Q316,Q488,Q141,Q151,Q209,Q213,Q362,Q134,Q299,Q194,Q100,Q270,Q107,Q69,Q121,Q497,Q195,Q339,Q432,Q431,Q289,Q333,Q206,Q426,Q74,Q391,Q126,Q238,Q201,Q59,Q361,Q422,Q286,Q295,Q71,Q145,Q469,Q40,Q385,Q405,Q154,Q148,Q133,Q277,Q156,Q290,Q163,Q490,Q131,Q326,Q303,Q39,Q244,Q101,Q57,Q196,Q30,Q396,Q436,Q474,Q13,Q323,Q157,Q484,Q75,Q331,Q109,Q162,Q0,Q412,Q124,Q440,Q214,Q447,Q328,Q309,Q348,Q85,Q446,Q144,Q150,Q315,Q258,Q473,Q478,Q66,Q28,Q45,Q116,Q464,Q135,Q493,Q400,Q72,Q301,Q322,Q457,Q86,Q302,Q404,Q203,Q265,Q106,Q96,Q284,Q379,Q471,Q37,Q152,Q73,Q218,Q352,Q187,Q110,Q36,Q370,Q395,Q173,Q459,Q327,Q441,Q472,Q266,Q413,Q34,Q215,Q192,Q242,Q15,Q341,Q120,Q50,Q211,Q276,Q364,Q168,Q129,Q179,Q182,Q247,Q87,Q386,Q403,Q125,Q406,Q178,Q482,Q349,Q365,Q202,Q8,Q217,Q77,Q399,Q335,Q485,Q358,Q411,Q381,Q389,Q155,Q62,Q208,Q407,Q383,Q479,Q427,Q252,Q466,Q46,Q356,Q360,Q368,Q304,Q423,Q82,Q185,Q402,Q180,Q308,Q359,Q136,Q193,Q88,Q97,Q491,Q351,Q103,Q373,Q393,Q105,Q330,Q26,Q382,Q337,Q390,Q498,Q166,Q118,Q235,Q371,Q494,Q438,Q256,Q343,Q18,Q346,Q332,Q424,Q146,Q24,Q227,Q317,Q294,Q29,Q184,Q298,Q293,Q42,Q55,Q22,Q429,Q279,Q159,Q409,Q267,Q58,Q16,Q119,Q449,Q167,Q54,Q249,Q216,Q261,Q183,Q329,Q231,Q49,Q285,Q190,Q324,Q210,Q90,Q291,Q17,Q127,Q312,Q137,Q410,Q306,Q416,Q398,Q221,Q419,Q387,Q334,Q232,Q313,Q161,Q377,Q453,Q128,Q200,Q31,Q481,Q280,Q269,Q229,Q80,Q283,Q259,Q355,Q336,Q307,Q477,Q3,Q113,Q9,Q418,Q117,Q255,Q91,Q268,Q76,Q139,Q63,Q350,Q53,Q442,Q486,Q300,Q236,Q463,Q489,Q430,Q147,Q415,Q51,Q149,Q480,Q376,Q325,Q102,Q164
user2500901780,73,25,17,26,18,94,41,22,43,7,15,57,47,52,87,92,87,61,4,27,23,31,54,79,41,59,4,57,20,37,46,10,11,1,0,41,69,32,49,53,78,4,1,14,40,17,1,12,29,0,68,67,87,14,90,80,,47,,22,73,,,25,18,,,,,,,,,,,,,73,47,22,,,,47,,,,,22,,,52,,,,,87,18,1,,25,,,,,,,1,,,47,18,,,,,,,,,,18,22,,27,,,,,,,,,,,,,52,,,,,22,73,,,,,,,,,,,0,61,87,46,73,,,,,69,73,,,,,,,31,,,,,,,,,,,,,4,1,,,,18,73,,,,,,,,25,,,,,,,,,18,,,73,,,73,61,73,67,,,31,,,,,87,47,,,,73,,,47,,,53,1,,,,18,,,,,,,61,67,,,,,,,,,,,0,87,,,,,18,,18,47,18,,,4,25,,,,,,,18,,,,23,47,,,,,,,,31,,,18,,,,,,,,27,61,,,,,25,,,73,22,,,,,,,,,,,,46,,,,,,,,,17,,,25,,87,11,,,,,,,61,,,,,,,,,,,,29,,,,87,47,18,,,,,47,47,,,,,,,,,,,,73,,,18,,,,,,,,,,,,,,46,,,17,49,,25,,,67,52,73,,,22,,,,,,,,87,,25,,0,,22,,,,,68,,27,,,73,,,,,,29,,17,,,,,,,,,,,,,22,87,,,,46,,,73,,,,,,57,,,,,,,,,,,,,,,,,17,73,,,,,,,
user3755779139,78,38,44,9,78,1,12,97,67,100,72,98,35,42,20,3,10,88,12,86,72,4,88,57,5,23,55,82,11,46,72,53,27,19,90,91,48,1,64,40,7,24,25,41,86,25,69,25,,,,48,,,,,42,44,100,,,,78,,,9,,,,,,,,,,,,,,78,,,,,78,,,,78,,,78,,,,,86,,,,,,,,,,,,,,,,,100,10,,78,,,,,,,,100,,,,,4,12,,9,,,,,44,,,,,,,,,,,12,,,,,,,,78,44,,,,,,9,,,,25,44,,,,78,42,,,,,,,,,,,1,,,,,,,,,,78,,,,,,1,,,78,9,,,,78,,,,78,,,,,,,,46,,,,,,78,,,,44,78,9,,,,78,,9,,,,9,,,,,,9,,9,,9,,97,,,,,,,,,82,86,,,,,,,,,,,97,78,,,44,,,,,,,,,,44,,,,,,12,,,,,,12,,,,,,86,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,44,,,78,,,,,,100,44,,3,78,,78,,,,,,,,,,,,,12,9,,,,,,,100,,,,,100,,78,,44,44,9,,,,72,,,,,,78,,,97,,,9,,,35,,41,,,,,,48,,,,41,9,,,,,44,,12,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,78,,,,78,82,,,,,,41,,,,57,,,,,,,78,,,72,,11,,,12
user864091268,95,83,36,52,78,98,15,8,6,83,3,15,26,58,4,67,6,44,31,69,33,93,28,49,44,76,81,10,71,21,48,8,12,11,38,95,20,66,89,43,28,94,90,37,29,11,77,17,78,12,89,,,,,,,,,,,,,,78,,,78,,28,,83,,,,,83,,95,,95,,,,,,,,,,,,,,,,,8,,,,83,,,,95,,,,,,,,,,,83,,,,,,,,,,28,,,,,95,,,,,,,29,,,,,,98,,,83,,,78,,,,,,6,,3,,83,,,,,,,,,,,,17,,83,95,,,,,76,,52,8,,83,,12,78,,,83,,,,,,,,,,,,,,83,,,,78,,,83,,,6,,,,,,,,,,,,,29,,,,,95,48,,,,,17,,,,,28,,8,,,,,,,,,,,,38,,,,,,,,89,,,,,,,78,83,,,,48,,,,,,,,,,,78,,8,,,,,8,8,,,,83,,,,,98,3,,,,28,,89,,78,,,,,,,,,,,,,,,,,78,,,,,,,28,,,,,,,,,52,,,,,,48,12,,89,,83,,,,,83,,,,,,,83,,,,95,,,,,83,98,,,,,,,,83,,,,28,,98,,,,,,,,,,,,,,,,,78,,,,,,44,,8,,,48,78,,,,,,95,,,,,8,89,,,,,,,,,,,,29,83,28,98,,,98,,,,,,,,76,78,,,66,,,,43,,,,,,,,,,78,,,,,98,,,,,,,,,,,,,,83
user1645535028,23,67,40,56,26,99,56,25,95,31,48,88,71,91,67,98,50,76,71,0,31,64,73,46,45,31,57,58,74,37,50,30,27,44,38,33,2,12,45,57,79,50,79,60,91,51,26,69,,,,,,,,,,,,,,,,,,,,,,,50,,76,,,,50,79,,,50,,,,,,,,,,,,67,,,50,,,,,,,23,,,,67,,,23,,,,,,22,,,,,,,56,,,79,,,,,,23,,,,,23,,,,58,,56,,,,,,45,,67,67,,67,,,,,67,23,23,73,60,,,,73,,,,,,,,,,,,23,,,,,,23,23,,,,,,67,67,,,76,,,,,67,,,23,,,23,,,,,,99,,,,,,,,,,23,,48,67,,,,,,67,,,,,67,,,,,,,67,,31,23,,,23,23,,,,67,,,,,,,,,,67,51,76,,,23,,23,,,76,,56,,,,67,,,,,,,37,,,,,69,40,,,23,67,,67,,,56,,,23,24,,,,,,,79,,67,73,,,,,23,40,,,67,,31,,91,,,,50,,,51,,56,67,,,,,,38,,,,,,31,,,,,,,,,,,51,23,,23,,,23,,,,,,,69,,23,,,12,,,,,23,,,,38,67,,,,,,,,56,,23,,,,,,40,,,,,,,,,76,,76,,23,50,,,,67,,,,,,91,,,23,,,,,,60,,,,,,56,,,,,,,60,12,,50,,,,,,,,73,,,,,,,,,,,,,,73,,45,,,69,,,,,58,,,,,,,23,,,,,
user1334414369,25,25,91,89,68,8,58,5,62,59,95,35,31,87,85,15,44,38,25,8,87,32,95,17,33,11,63,87,95,97,7,45,19,27,95,69,50,63,53,68,60,93,9,23,97,32,40,29,90,42,20,72,98,38,27,41,83,8,,95,,,20,,,,,8,,,,,,,,8,,,,,8,,95,,,,8,87,,,,,,,,,63,,33,,,25,,,,,,,,,,,,,,8,25,,,25,,,,,,,,,,,,,95,,,,,8,44,,5,,,,,87,,95,,,,,,,,,,,,,90,87,,,8,20,,,,,97,25,,25,8,,,,,25,,,,,,95,,25,,,,87,,,,,,,,,95,,,,,,90,,69,,,,20,,,,,95,,,,,,,,,,9,,,,,90,,,,,,87,,25,,87,,87,91,,,,,,,,5,,,,,,,8,20,,41,,,,,,,,,,,,63,5,,,,,5,,,,91,8,,8,,,,25,,,27,,,9,,8,95,,,,,,,,,,,,,,,,,,,,87,,8,,,,,,,5,,,,,,,8,,,,,,,59,,95,,25,,,,38,,,,,,63,63,25,,9,,,,,,,,25,,,,,,95,,91,,,,,,,,,,,,,,,,,25,,,,,,,87,,,,,,,,8,,,,,,,,,,,,,,,8,25,,,,,,95,59,,,,,,,,,91,,95,,,,,,,,,,,,,,,,,,,25,,62,95,,,97,,,,,,87,,,,,,41,,,,,,95,,,87,,,83,,,,,,
user273887495,83,85,49,59,82,58,67,83,80,84,31,80,67,79,80,88,74,15,27,51,70,25,52,46,95,44,88,39,23,39,39,72,62,68,20,86,24,59,30,66,99,71,99,89,8,0,38,41,43,5,75,,,,,,,,23,83,,,,,,,,,,,,,,99,,,,,,49,,,,,,,,,80,,,89,,8,,,,41,,,,,,,,83,,,,89,82,95,,95,82,,,,,,83,,80,95,,,,,89,95,,,,,,,,,,85,,,,82,,39,,,,44,,,,,,,49,80,82,,,,,,,,,,,,,,,,,,,,,,82,,,,,85,,,,83,,,80,,80,,80,49,,,,74,,,,,82,74,,,,,,,,,,,82,,52,49,,,,,,,,89,,84,,,,85,,,,,95,,,,,49,,,,,,,89,,,,52,,,,89,,,,74,,,44,,52,,,,,,,,83,,,,,,83,,,,,,,,,,80,74,,,,,,44,,,,,8,,,,,,82,,80,,,,82,,,,,,,,,44,,,,,49,8,,,,,,83,,,,80,,,,,83,,80,,80,,,,49,,,,,,,,,,,80,,52,86,,,,,,80,,83,,,,,25,,,,,,,,83,95,,25,82,,,83,,,82,,82,,80,83,,74,,,,,82,83,,,83,,,83,,,,,,,,,,,,,,,,82,,,,,,,,,,,,,80,,49,20,,,,,,,,,,,,,,66,,,83,,,,,,,,,,83,,95,,46,,,83,49,,83,,,,,,,,,80,,
user4186031758,69,83,46,85,40,34,5,28,91,13,80,61,22,61,80,38,0,86,3,54,25,88,45,48,15,54,39,22,64,56,21,66,5,72,93,15,13,20,36,54,85,91,38,,22,,,,,,,,69,,,,,,,,,,46,,,36,,,56,,46,38,,,,,,,,,,,,,,,,,46,,3,69,86,,,,,,,,,,,83,69,,,69,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,83,,,,,,,,,,,,,,,69,,,,,,,28,61,,,,,,46,,,,,,,,,69,83,69,,,83,,,,54,,,,,,,46,,,,46,,,,83,86,69,,,,,3,,,,46,38,,,,,,,,54,,83,,,,54,,54,,,,22,46,40,,,,,,69,,,83,,,,61,,,,54,,69,,88,69,,,,,83,,,54,38,,46,,46,36,,28,,38,,,69,,,,,,,,,83,,,,,54,,,,,,,,,,,54,,83,,54,,,,,,,,,83,69,,,83,,,,,46,,46,,,20,28,,,69,,54,,,69,,,46,,,,,,,46,46,,,,54,,83,,,83,,,,,,38,,,,,,,,,,,,5,,,,,,,46,91,,,54,,,,,,,69,,,22,,,,,,,,,,,,36,83,,46,,,46,,46,,,69,,,,,,,,,69,,,,,69,69,83,,,,,,,,,46,,,,88,,,46,,,,,82,,54,69,,,,,,,,,,,46,,46,,,,,,,46,,,46
user3006777683,49,43,81,19,92,24,37,71,23,10,28,51,31,46,22,55,44,72,75,72,85,41,24,21,12,87,26,54,1,18,32,2,31,65,76,90,93,50,2,89,89,69,62,70,89,16,99,64,57,89,32,62,44,49,75,48,2,44,47,47,62,6,20,75,27,,,,,24,,47,,,,,,6,,,,,,,,,,,,,,24,,,,75,,,,,20,,,,,,,24,,,49,75,90,41,,,,41,,,,,,49,,,,,,,,,71,,,,47,,,,,31,,,,,,,24,,,,,24,72,,,,,,,72,,55,,27,49,,,,,,,49,41,,,,,,,,,49,,75,,,,22,,,49,2,,31,,75,48,,,,,,,,,24,,,,,,,32,,,25,,,,,,24,,,31,,,,,,49,,24,,6,,,,,64,,,75,49,,,,,,49,,,,,,,87,,,49,,,,,,,,,69,71,,,,49,,,64,24,,,76,,,49,,,,,,,,,,,,49,,,,,72,,,89,,,,,,,,,,,31,,,,,2,,,,,,,,,,,,,,,,50,,,,,,,23,,,,,75,24,,,,,,,,,,,,49,,,,,24,,,,,,,,24,,41,24,,,,,,,,,,,,,,,,,24,,,,,,41,,,49,,,,93,,,,,31,,,,49,,,,,,,,47,21,,71,,,,,49,,,,,,,65,,23,,87,,,,49,71,62,,,,,,,,,,,,,,75,49,24,,,,,,,,,,,49,76,,,50,,,,,31,,,,,24,,,,,,23,41,
user3110935161,79,42,61,79,7,30,52,61,85,86,58,4,23,41,28,42,4,1,53,44,59,60,17,8,40,69,97,16,82,10,65,38,82,29,9,88,85,64,33,27,19,3,95,62,34,24,92,26,59,92,31,27,99,73,75,12,,,24,,,,,,,79,,,,,,,,,59,61,,,,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,79,,,,,61,,,40,,27,,,,79,,79,,28,,,59,,,28,,,,,,,,,,10,,,7,,19,24,,,,,,,,,1,,79,,,,,,,,,,,,,,,,,,,,,,,,,24,,,79,4,,,,,79,,,79,,,61,24,,,,79,,,,,,,24,,,40,,,,40,82,,,,10,17,79,,,,,,73,79,,69,,,,79,,,,,,10,7,,,,,79,41,26,,,,61,,,40,,,,,,,7,,,,,,61,,,,,7,,61,,,,,,,,,7,,7,,27,61,,40,,,,79,,,,,,,,,,,,79,,,,,79,,,,,,82,,,,,,,,,,,,79,,,,,82,,,,59,,,,,,,,,,,,,60,,,,,95,24,,,59,,,,,,17,4,,40,,,7,,,,,,,,,,79,,,99,,,,,,85,88,,,,,61,,,28,,,,,,,,,,,7,99,,,,,,,59,,,99,,,,,,,,,,,,26,,,,,,,,,,7,7,,59,19,,,,80,,,,,,,79,,,,,,,,,33,19,,,,,,,,,,,,79,,,,,,,,79,,,,79,,
user3360105431,89,44,13,8,21,63,70,61,65,46,22,51,54,94,17,39,98,41,75,3,44,70,91,38,73,28,11,80,38,80,84,70,77,25,13,50,16,88,97,17,21,51,70,14,42,77,64,54,16,71,70,29,0,54,46,77,58,27,100,31,45,79,16,35,8,21,89,,28,,,13,42,,,,,,,,,,,22,98,13,89,,70,,,,13,,,80,,,,13,70,70,,11,,54,,,,13,,,,,,91,,,94,,,,,,,13,,,,,,13,,,,,,,,,,,,13,44,,,,,,,11,,,,70,,,13,,,,13,,,,,,,,,21,,,,11,22,,,,,,,13,,,,,,,39,14,,13,,,,,77,14,,,70,,,,13,,13,,,,,,,,,,,,13,44,11,98,89,94,,,,,,,,17,,,,,,,94,,39,,,21,,,,77,14,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,39,,,,,,89,,,,,22,,,,13,,,,,70,,,,,,,89,,,,,,,,,70,80,70,13,,89,51,,,,,,,,,11,,,13,,,27,,,,,,,,,,,,,,,17,,,,,,,,,11,,,,,,,,89,,,,,,,,,,,,,,,,,21,,,22,70,,,,13,,,21,21,,89,,,,,,80,94,,,54,70,,,,,,,,,,,,,,,,,,,,,41,77,,,,98,,,,,,,,,,,46,,,,,,,89,,,,,,,,,,,,22,,,,,,,,,,,,,,,89,,
user2394151875,39,98,28,84,66,94,22,22,3,95,21,83,70,66,18,77,71,19,3,90,93,8,43,10,28,42,25,88,51,47,42,27,98,4,25,48,45,100,78,87,49,31,24,53,70,98,61,93,65,87,38,61,80,68,46,48,57,98,52,,61,,39,,,,,,39,98,39,,43,39,39,,10,,,,,,45,,39,,,,,,39,,98,,,,,,,24,,,,,98,39,,,,46,21,,,10,,,,,,22,,,,,,,,,95,24,,,40,,,,,,87,,,,,,,95,,,,53,,,,,,,22,,,45,39,,,,,84,98,,,,22,43,,,,,39,,,,,,,,,,,,43,,,,,39,,43,,,,,66,,,,,,,,,49,,39,,,,,22,,98,,,,,,87,,,,,,,,,,,43,,,95,,39,,,,,,39,,,,,,,39,,,,,,,,,8,,,,,,39,,,,,,,,,,,,,,,,22,,,83,,,3,,,,,,78,,,,,,,,,,39,,,,,,,,,,,,,3,,,94,,,,,,,45,,,,,,,,,,,,,,39,,22,,,,39,98,,,,,,,,,,,,43,,,,,39,,,,,39,,,,71,,,,,,,,,,,,25,,,,,39,,27,83,,,,,,,,,22,98,,,97,,,,,,,27,39,,,,,22,,39,,,24,95,,,,39,,39,,,,98,,,,,39,,,22,24,39,,,,,,,,,,,,,,,,,,,,,,,,43,,,39,,,,,,,25,,,,42,,39,39,,,,,,,,,,61
user3840697245,25,24,34,66,100,3,46,93,8,41,73,17,16,22,0,27,91,65,64,74,17,48,95,92,31,28,91,99,46,47,21,90,22,6,14,6,16,8,20,42,63,60,93,30,26,20,34,0,37,19,98,41,19,100,25,,31,,21,,,66,,,,8,,,8,,21,,93,,,,,64,26,,,,,,,,,,,99,,,28,66,,,,,,,24,,,,66,,30,25,,,,,66,27,,6,,,,,,,,,,,,,,8,,,25,,,,,,27,,,,93,,21,,98,,,,,,,,95,,,,65,,,,,,28,66,,,,,,,,,8,,,,,,,,25,,,,,,,,,,,,,,93,,,,,,,,,,,99,,,25,,,14,,,,25,,,27,,,74,,,,,,,,,93,,65,,17,,,,25,,,,,,,,,66,,,,,,25,,,,,27,,,66,27,,,,25,,,,8,,,,,,,,25,17,,,,8,,66,,91,,95,93,,,25,,25,,,,8,,28,,,24,,,,66,,25,,,,65,24,8,28,93,,,,65,,,21,,,,93,,,,,,,,,,,64,,,,,,,,,8,,,66,,,,95,,,,25,,8,,8,,,,99,99,,99,,,,,,,25,66,,31,19,,24,,,25,34,,,,,,,25,,,,,,8,,,,,,,25,,25,,,,,,,28,,,,,,25,,,8,,,25,,,,,,,,,,20,,,,,,28,,,,,,,,,,93,95,,,,,,,,,,,,25,,,25,21,,,20,,,,,,,3,17,,,,8,,,99,,,,,,60,
user3846077761,10,49,7,35,30,27,71,80,42,31,56,91,76,94,65,41,4,25,98,95,45,38,17,93,47,40,24,40,73,19,33,8,49,0,8,23,22,88,1,80,100,43,45,15,6,65,42,4,27,68,4,16,56,41,19,,30,17,,,,,,10,80,,,,,,68,40,,40,,,10,,,68,10,,,,,,,,10,,,,,,,30,,,10,,,,15,,17,0,,17,,,,43,,,,,,,,,,10,,,,,,68,10,,,,,,35,27,,,,,,,,,,,25,10,10,,,,10,,,4,,4,30,,,4,,,,,,27,,,,,10,,,,,,,10,,,4,,10,,73,,,,,,17,10,30,,68,,15,73,,,,,,,,,,,,,,,,,,4,,,68,,,,,,,,,30,27,73,0,,,10,,,,,,,,,10,,,,,,,,,,40,4,,,,,,,,,,,,,,,,68,,,,10,,10,,,,,,,,,,,,,,,,,10,10,,,,,,27,17,,,4,,4,,,,,17,,,27,,,,,10,,,,,10,,27,,,,,,,,80,4,,,,15,10,,,17,,,,,100,,0,,,17,,,,15,,,15,68,,,,80,,,,,,,,,,,,,,,,,,,,,,,10,,,4,10,,,,,10,17,,,,,,4,17,,,,,10,,17,,,17,71,,,,,30,,,17,,40,,,,,73,,,,,,10,,,,,,27,30,43,4,43,35,,10,,,,,,,,,8,,,,,,,30,,,,,,,,,,,4,,80,,,,,,68,15,27,,,,,,,,,,17,
user2359534344,26,48,76,97,43,26,60,75,78,42,94,68,20,8,98,43,51,39,39,93,73,77,27,100,65,39,64,79,54,48,77,20,32,29,20,45,7,53,64,84,81,70,60,62,86,73,90,33,8,,,26,,,,76,,60,,60,,,,,,,,,,,,,,,,,,54,,,26,,,,,,,,,,,32,48,,,26,98,64,,,,26,,,,,,,,,,,39,76,76,,,,27,,8,,,,,,26,,,,,,,54,,,48,,,,73,,39,,,,,93,,,,,,,,76,,64,98,,,,,48,,,,,,,76,,,,,,,,,,,48,48,,,,78,,,,,,60,,,,,60,,,,97,,,,,64,,,77,,,,,,,,,,,,,,,73,,77,,100,,,64,,,,,100,,,,,,,26,,,,48,65,,,76,,,76,,,,,,,,75,,,60,,,,,,,77,,42,60,26,,,,,79,,,,,,,,77,,,,,48,,,,,,84,,,97,,,,,,39,,,,97,,,,,,43,,,60,,,,,,,,,,,48,97,,,60,,,,,,,,,,,,,,68,,,,,,,48,,,,,,98,,,,,20,,98,,,,,,64,,,,,,,64,,,,,,,,,,,,,,,,60,,,,98,,26,,,,,76,,,,,,76,,,,,,98,,,43,43,,,,,,,,,,,,,,,,,,26,68,76,,,48,,,,,,,,,,98,48,,,48,,,,,,,,,,,,,77,,43,,97,,,,48,,27,,,,,,,76,76,48,,77,
user2597528142,87,98,79,64,8,71,100,33,88,35,27,72,17,15,6,15,14,13,6,29,45,54,39,56,75,41,39,17,33,89,,,,,33,,,,,,87,,,,,,,,,71,33,,,,,,,27,,,,,,,,100,,,39,,,,39,,,,,98,,,64,,39,,,,,,,,,,,,,,,,71,,,,29,,,,,,,72,,,,,,,,,,,,100,,,,,,15,,,64,,,100,,,,33,100,71,,,6,,,,,,,33,,,,,,100,,,,,,,98,64,33,33,,64,100,,89,,64,,100,89,89,,,,87,33,,,100,,,71,,,,,,,64,,,,,88,,,,,,,100,,,27,,88,,,,,,,,,71,,,,,,,,,,,,,,,,,,,,,41,,,,,,,33,71,,33,,,,,,,,,,,,,,,100,,,,,,33,,,100,,89,88,,,,,,,,,,27,,,,27,,,,98,64,,,,,,,,,,,100,71,,,33,,,,100,,,,,100,,,,,,,,71,,,,,,,35,39,,,,,33,,33,71,,71,,,,71,39,,,,,,,,,,35,,,,,,,,33,100,,,,,98,,,98,,17,,,,89,,,,,,,,,,,,,,39,98,,,,,100,,,,,,,,,100,,,,,88,,,,,,,65,,,,,,,,39,,,,,,,,,,,,,33,,,27,,,,,,71,,,,,,33,,,,,100,88,,100,,,,,,,,100,,,71,,39,,,,,,,,98,,,,29,,,,65
user3495941248,85,84,15,26,89,14,71,93,7,1,87,56,19,81,34,2,65,4,42,7,100,81,89,4,67,56,42,49,36,38,90,59,15,97,37,8,20,37,35,18,39,35,20,86,96,66,44,53,17,20,74,24,2,65,,,,,85,,,,,,84,,85,,,19,,,,,,,,,,,84,,38,,,,,,,,,,,,,85,,,,,,,,71,,,87,,,,,,85,,,71,,,,,,,87,,,,,,,65,,84,,,,,,,,,84,,,8,,,,85,,,,,,87,,,,,,,,,,,,,85,,,,85,,,,,89,,,,87,,,,,,,,7,,,,,93,,,24,,,,,,,,,100,,,,53,,,,,,71,89,,,,85,85,,,,,,,,,85,,84,,65,7,,,36,84,,,,,,,,,,,,81,,,85,,35,,,,,,,,,,,,,,,35,87,36,,87,,,,,85,,,,,,,,,,,,,,,,37,84,,,,85,,81,,,84,,,53,,,,,,,,,,,85,89,85,84,,,,56,85,85,,,,,,85,85,,,,84,,65,36,,,,,,,,,,,,81,,81,,,85,,,,35,,,,,35,,,,,,,,,,,,,87,,,,,89,,59,,,,,85,84,7,,,,,,,93,,,,,,,,,,87,,,,87,,85,90,,,,35,85,,81,87,71,,,,,,85,,,,,,,65,,,85,,,,87,84,,,,,,,,,,,,2,,,,,,,,,84,,,,85,,,,,,,,,,,,,,,89,,,,,,85,,,,84
user3143889436,33,66,97,73,55,18,27,34,6,8,79,95,57,91,20,40,9,75,84,68,13,37,12,6,31,25,4,57,97,37,36,96,16,42,68,92,26,5,3,43,40,78,43,34,,,37,,,,,34,,,,37,,43,,,,,,,,,,,,,,,,,,66,,,,5,,,91,,,,,33,,,,,,,,,,,,,68,40,,,,,,,33,,,,,68,,,,66,,,,6,,,,,66,,,,,,,,33,66,,,,,,66,,,33,8,,,,,33,33,,,,,,97,,,,,34,,,57,,43,6,,,,,,,66,,73,,,,33,9,,,66,73,,,,,66,66,,,,,,,,,,,66,66,66,,,57,,,,,,,,,,,,,,,66,,73,,78,,,,,,,33,,66,3,33,,,,,,,,33,66,,,,33,,6,,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,,6,68,,,,,,,33,,,66,,,,66,,,,,,66,,,,,,,,66,,,,,,,,,,,,,33,12,,,,,,,,33,,,,,,,,,,4,,,33,,,,,73,,,,,,,33,,,,,,,92,,33,,33,,,66,,,6,6,26,33,,,,,68,,,,,,,,,,,,,,,57,,96,,66,,,,,,73,,,,,,,,33,,,,33,33,,,33,,,5,40,,,68,,43,,,37,,,,6,91,,,,,,33,,,,66,,,78,,6,,,,,,,,,,,,,33,,,,,,,,33,,,,33,,,,,,,6,66,,,,,73,,,
user1586912647,66,11,27,39,86,16,39,5,7,86,12,57,78,51,61,35,71,24,67,84,35,100,26,51,9,66,78,44,58,37,56,19,59,93,58,28,25,62,85,80,21,91,63,71,,,,,,,,,66,,11,,,,39,,,86,,11,,,,78,,39,,,,,,,39,,,,,,7,,,,,,86,,,,39,,,86,,,,,,,,,,,,,,,,,,,,,71,39,,,,,,,16,,,,78,71,,66,39,16,,,,,,,,,,,,,,,,,86,,,,63,,,,,,,,,,,,,,,,,,,,,,16,16,,,71,7,,,78,71,,71,,84,,,5,,,7,,,,,,86,,,86,,,,,,,,9,,,86,,,,,16,,,,,78,78,,,71,7,,,,,,,84,,,,,,78,,,,,,7,86,,,,,,,84,,,,,,,,,78,,,28,,66,,71,,,,,16,7,,,,,,,,,,,,,,,,,,,,,,,78,,,,63,,9,,,39,16,,,51,,,,,,,16,,,,,,,,,24,,,,,,,,,,,,84,78,,,,,,,,39,,,,,,,,,16,71,,9,,,,,,,,,,5,,,,16,66,,,,,78,,11,,,,,,,,5,,7,,,,11,,78,,,,,,86,,,71,,35,25,,,,,51,,,,,,,,86,,,,,86,,7,,,26,28,,,,,,39,,,,,,,,,,,5,,,16,,,,,,,,78,,,,,,,,,,,11,,,,,9,93,,,,,,,,,71,,,,,,,
